Locality,Total Restaurants,Average Rating,Average Price Range
Lakeview,1,3.6,1.0
Cengkareng,1,4.9,3.0
"Cyber Greens, DLF Cyber City",1,2.8,2.0
Clatskanie,1,4.3,1.0
Clearwater,1,4.6,2.0
Cochrane,1,3.1,2.0
Sector 6,1,3.1,1.0
Colmore Business District,1,4.5,4.0
"Conduit Street, Mayfair",1,4.5,4.0
Consort,1,3.0,2.0
"Country Inn & Suites By Carlson, Udyog Vihar",1,3.5,4.0
"Country Inn & Suites by Carlson, Gurgaon",1,3.8,3.0
"Country Inn & Suites, Sohna Road",1,3.4,3.0
"Courtyard By Marriott, Satellite",1,3.6,3.0
"Courtyard by Marriott Agra, Tajganj",1,4.0,4.0
Covent Garden,1,4.1,2.0
"Crowne Plaza Abu Dhabi, Al Markaziya",1,4.4,4.0
"D'arblay Street, Soho",1,4.5,3.0
Claremont,1,3.9,3.0
DIFC,1,4.9,4.0
Dago,1,4.2,3.0
"Dalma Mall, Mussafah Sanaiya",1,4.0,3.0
Dayal Bagh,1,0.0,1.0
De Waterkant,1,4.0,3.0
Deccan Gymkhana,1,4.8,3.0
"Dehiwala, Colombo",1,3.5,2.0
Deira City Centre Area,1,4.9,3.0
"Devraj Niwas, Bani Park",1,4.0,3.0
Dhantoli,1,4.3,3.0
Dicky Beach,1,3.6,1.0
Digbeth,1,3.8,2.0
Dikmen,1,4.5,3.0
Disney World Area,1,4.5,3.0
Clarkesville,1,4.1,1.0
Sector 70,1,4.3,2.0
"Centaur Hotel, Aerocity",1,0.0,3.0
Shastri Nagar,1,4.6,2.0
"Central Arcade, DLF Phase 2, Gurgaon",1,3.9,2.0
"Silver Spring Arcade, Science City Area",1,4.1,3.0
"Silver Arc Mall, Gurdev Nagar",1,3.8,3.0
Centro,1,4.8,4.0
"Century City Mall, Poblacion, Makati City",1,4.8,3.0
Chandigarh Industrial Area,1,3.7,2.0
"Shopping Morumbi, Santo Amaro",1,0.0,2.0
"Shopping Metr�� Santa Cruz, Vila Mariana",1,0.0,3.0
"Shopping Iguatemi, Lago Norte",1,3.3,4.0
Shivala,1,3.5,4.0
"Charlotte Street, Fitzrovia",1,4.6,3.0
Chatham-Kent,1,3.7,2.0
Sheikh Sarai,1,3.1,1.0
Shastri Park,1,0.0,2.0
Chatsworth,1,3.9,1.0
City and Suburban,1,4.9,4.0
Chelsea,1,4.7,4.0
Chhatarpur,1,2.7,2.0
Bonaire,1,3.9,2.0
Shahgunj,1,3.3,2.0
"Chinatown, Outram",1,3.1,4.0
Setor De Clubes Esportivos Sul,1,4.9,4.0
Chittoor Road,1,4.6,3.0
"Chokhi Dhani Village Resort, Tonk Road",1,4.3,3.0
Chubbuck,1,3.5,3.0
Church Street District,1,4.4,3.0
"City Center, Parijat Nagar",1,3.8,4.0
Sector 83,1,3.2,1.0
"City Centre Mall, Rohini",1,3.4,3.0
"City Hall, Downtown Core",1,3.8,4.0
Chicalthana,1,3.3,3.0
"The Crown, Nayapalli",1,4.3,3.0
Tagaytay City,1,4.5,3.0
Urca,1,4.3,3.0
"Al Qasba, Al Khan",1,4.2,4.0
Al Nud,1,4.2,3.0
Vila Maria,1,4.4,4.0
Vila Mariana,1,4.6,3.0
Vila S��nia,1,4.1,4.0
Vile Parle East,1,3.6,3.0
"Villa Shanti, White Town",1,3.9,4.0
Viman Nagar,1,4.1,3.0
"Vinayak City Centre Mall, Civil Lines",1,3.3,3.0
Vineland Station,1,4.3,4.0
Al Nasr,1,3.8,4.0
Vivekanand Nagar,1,3.8,3.0
Al Mushrif,1,4.2,3.0
Al Muntazah,1,3.8,3.0
Vyttila,1,3.6,2.0
Vidhyadhar Nagar,1,3.7,2.0
"Victoria, Rochor",1,3.2,4.0
"Alam Sutera Town Center, Serpong Utara",1,3.7,3.0
Aminabad,1,4.9,1.0
"Archer Street, Soho",1,4.5,3.0
Arambol,1,4.6,3.0
"Anjuna Beach, Anjuna",1,3.5,4.0
Vagator,1,4.2,4.0
"Andaz Delhi, Aerocity",1,3.0,3.0
Anandpuri,1,3.5,2.0
Ambavadi,1,4.2,3.0
Victor Harbor,1,3.6,2.0
Alum Rock,1,2.8,1.0
"Venetian Village, Al Maqtaa",1,4.9,4.0
Vernonia,1,4.3,1.0
"Versova, Andheri West",1,4.1,3.0
"Albemarle Street, Mayfair",1,4.7,4.0
"Vibe by The LaLit Traveller, Mathura Road",1,3.3,3.0
Wakad,1,4.4,3.0
"Walker's Court, Soho",1,4.6,3.0
Waltair Uplands,1,4.4,3.0
Yorkton,1,3.3,2.0
Addition Hills,1,4.2,3.0
"Worldmark 3, Aerocity",1,0.0,2.0
Wynyard Quarter,1,4.6,4.0
YN Road,1,4.0,3.0
"Yas Mall, Yas Island",1,4.6,4.0
Ybor City,1,4.4,3.0
Y۱ld۱zevler,1,4.7,2.0
"Woods Resort, Gurgaon",1,3.2,3.0
"Z Square Mall, Mall Road",1,4.0,3.0
Aaya Nagar,1,0.0,2.0
"ARSS Mall, Paschim Vihar",1,3.1,2.0
�ayyolu,1,4.3,2.0
"A Hotel, Gurdev Nagar",1,3.6,2.0
�ukurambar,1,3.4,2.0
Adyar,1,4.2,2.0
Aggar Nagar,1,3.5,3.0
Al Khan,1,4.3,3.0
Al Doha Al Jadeeda,1,3.4,3.0
"Waterfall Corner Mall, Midrand",1,3.8,4.0
"Waterglen Shopping Centre, Garsfontein",1,4.0,3.0
Al Hilal,1,4.2,4.0
Al Ghanim,1,4.0,3.0
Weirton,1,3.9,2.0
"Al Emadi Financial Square, Al Hilal",1,4.6,4.0
"West Gate Mall, Rajouri Garden",1,3.5,3.0
Windermere,1,4.9,3.0
West Park,1,4.9,4.0
Al Barari,1,3.9,3.0
"Westend Mall, Rajguru Nagar",1,3.9,3.0
Akashwani,1,3.6,3.0
Ain Khalid,1,3.4,4.0
Winchester Bay,1,3.2,2.0
"Armada AVM, S�_���_t�_z�_, Yenimahalle",1,4.2,3.0
Urbandale,1,3.8,2.0
Tagore Town,1,3.5,2.0
Armidale,1,3.5,2.0
"The Fern, Sola",1,4.1,3.0
"The Galgotias, Sector 23",1,2.7,3.0
"The Gate, Dafna",1,3.9,4.0
"Best Western Taurus Hotel, Mahipalpur",1,2.7,3.0
Beechworth,1,4.6,2.0
Bebek,1,4.9,2.0
Beaverdale,1,4.5,3.0
"The Landmark Hotel, Mall Road",1,3.9,4.0
"The Langham Hotel, Auckland CBD",1,4.7,4.0
"Beak Street, Soho",1,4.9,2.0
"Bayfront Subzone, Downtown Core",1,4.0,4.0
"Bayfront Avenue, Downtown Core",1,3.4,4.0
"The Mailbox, Broad Street",1,4.0,2.0
The Milk District,1,4.9,2.0
"The Oberoi, Udyog Vihar",1,3.2,4.0
Betalbatim,1,4.4,4.0
Diwalipura,1,3.8,3.0
Be��ikta�� Merkez,1,4.2,3.0
"BluPetal Hotel, Koramangala",1,4.1,3.0
Bogor Utara,1,4.0,3.0
Bogor Timur,1,3.7,2.0
"Taman Impian Jaya Ancol, Ancol",1,4.9,3.0
Tanjung Duren,1,3.4,3.0
Tanunda,1,4.4,3.0
"Tavistock Court, Covent Garden",1,4.1,2.0
Tebet,1,4.0,3.0
Bhavathi,1,4.2,2.0
"Telok Ayer Street, Outram",1,3.9,3.0
Thaltej,1,4.1,3.0
Thamrin,1,4.3,3.0
Blackfoot,1,3.7,1.0
"Bishopsgate, City Of London",1,4.9,3.0
"The Claremont, MG Road",1,3.0,4.0
"The Ocean Pearl, Kodailbail",1,3.7,2.0
"Barwa Towers, Al Sadd",1,4.9,4.0
"The Park, Lawsons Bay",1,3.8,4.0
Azad Nagar,1,4.0,2.0
Tughlakabad Institutional Area,1,3.7,2.0
"Twelve Picardy Place, New Town",1,4.2,4.0
"BGC Stopover Pavillion, Bonifacio Global City",1,4.5,2.0
Tybee Island,1,3.8,3.0
UB City,1,4.4,3.0
"UP Town Center, Diliman, Quezon City",1,4.8,3.0
Attavar,1,3.6,2.0
BRS Nagar,1,4.1,3.0
Athlone,1,3.7,3.0
Umm Hurair,1,4.3,3.0
Unit 4,1,3.5,1.0
Asmal۱mescit,1,4.7,2.0
Ashram Road,1,3.7,4.0
Arya Nagar,1,3.3,2.0
Trilokpuri,1,0.0,1.0
Trentham East,1,4.1,2.0
"The Pllazio Hotel, Sector 29",1,3.6,4.0
"The Westin Doha Hotel & Spa, Fereej Bin Mahmoud",1,4.3,4.0
Barsha 2,1,4.5,3.0
"The Royal Retreat, Bariatu",1,3.5,3.0
"The Sapphire Mall, Sohna Road",1,3.3,2.0
"The St. Regis, Westbay",1,4.4,4.0
Barra da Tijuca,1,4.0,4.0
Balmoral,1,4.3,2.0
Balingup,1,3.2,2.0
Trade Centre Area,1,3.7,3.0
Tijuca,1,4.6,3.0
Tilak Marg,1,0.0,1.0
"Balewadi High Street, Balewadi",1,4.5,3.0
Tollcross,1,4.0,2.0
Tonk Road,1,4.3,3.0
Badkal Lake,1,0.0,1.0
Dispur,1,4.1,2.0
"Express Avenue Mall,  Royapettah",1,4.8,3.0
Doora,1,4.2,1.0
Mohan Nagar,1,4.4,3.0
Mondha,1,3.5,1.0
Monroe,1,3.6,2.0
Montville,1,2.4,3.0
"JMD Megapolis Mall, Sohna Road",1,3.4,1.0
Ittige Gudu,1,3.8,4.0
Inverloch,1,3.7,1.0
Mt Albert,1,4.4,3.0
"International Business Center, Piplod",1,4.2,3.0
Mt Victoria,1,4.1,3.0
"Infiniti Hotel, Vijay Nagar",1,4.1,4.0
Indraprastha Colony,1,0.0,1.0
Musheireb,1,3.8,3.0
"Mushrif Mall, Al Mushrif",1,4.0,4.0
Mussafah Sanaiya,1,4.0,2.0
Muwailih Commercial,1,4.8,3.0
JP Nagar,1,4.6,2.0
Moema,1,3.9,4.0
Dr. Zakir Hussain Marg,1,2.9,1.0
JW Marriott New Delhi,1,3.3,4.0
"Jukaso It Suites, Sector 14",1,2.8,3.0
Juhu,1,3.8,3.0
Jor Bagh,1,3.1,1.0
Mc Millan,1,2.4,1.0
Johnston,1,4.0,1.0
"Melrose Arch, Melrose ",1,4.1,4.0
"Menlyn Boutique Hotel, Menlyn",1,4.4,4.0
"Menlyn Maine, Waterkloof Glen",1,3.9,4.0
Jewellery Quarter,1,4.1,4.0
Meridian,1,4.0,2.0
Middleton Beach,1,3.8,3.0
Mission Bay,1,2.3,4.0
Moda,1,4.0,2.0
Model Town 1,1,3.8,1.0
Jagadamba Junction,1,3.7,1.0
Mylapore,1,4.0,3.0
Indian Rocks/Indian Shores,1,4.2,3.0
Illovo,1,4.2,3.0
IIT Kanpur,1,3.5,2.0
"Nicolway Shopping Centre, Bryanston",1,4.6,4.0
"Hotel Maurya, Lodipur",1,3.7,4.0
"Hotel Intercontinental Doha, Westbay",1,3.7,4.0
"North Bridge Road, Rochor",1,3.2,4.0
Northeast St Petersburg,1,4.5,3.0
"Hotel GreenPark, Vizag",1,4.4,3.0
"Nuvali, Don Jose, Santa Rosa",1,3.6,3.0
Nyay Nagar,1,3.2,2.0
Ohri' Hitech City,1,4.1,3.0
Ojo Caliente,1,3.6,3.0
"Hotel Green Olive, Nirala Bazar",1,3.6,3.0
"Hotel Express Towers, Alkapuri",1,4.0,2.0
"Old Dutch Hospital, Fort",1,4.9,4.0
"Hotel De Pondicherry, White Town",1,3.5,4.0
"Hotel Clarks Amer, Malviya Nagar",1,4.9,4.0
Newmarket,1,3.5,4.0
Newlands,1,4.5,2.0
"Hotel Novotel, Maharani Peta",1,4.1,4.0
Huskisson,1,4.1,2.0
Nampa,1,4.4,3.0
"IBIS Hotel, Golf Course Road",1,2.7,3.0
Nanpura,1,3.9,2.0
"Hyatt Regency, Rajguru Nagar",1,4.3,4.0
"Nassima Royal Hotel, Trade Centre Area",1,4.9,4.0
Navarre,1,4.2,2.0
"Hotel Unique, Jardim Paulista",1,4.8,4.0
New Tampa,1,4.9,3.0
"Neil Road, Outram",1,3.1,4.0
"Nelson Mandela Square, Sandown",1,4.3,4.0
Nerul,1,3.7,4.0
"Hotel Shangri-La, Sudirman",1,4.6,3.0
New BEL Road,1,4.6,2.0
Hotel Royal Cliff,1,4.0,4.0
Mayfield,1,2.9,2.0
"Mayfair Lagoon, Jayadev Vihar",1,4.1,3.0
Jumeirah 1,1,4.5,3.0
Khandari,1,3.6,3.0
"Little Tokyo, Legaspi Village, Makati City",1,4.5,3.0
Koramangala 6th Block,1,4.3,1.0
Kondapur,1,4.2,3.0
Kohefiza,1,3.8,2.0
Kodailbail,1,4.1,3.0
"Kite Beach, Umm Suqeim",1,4.3,3.0
"Long Acre, Covent Garden",1,3.8,2.0
Lorn,1,3.6,2.0
Lorne Street,1,4.2,4.0
Kingman Place Historic District,1,4.3,2.0
"12th Square Building, Banjara Hills",1,4.3,3.0
Lyall Bay,1,4.3,3.0
Lynnwood,1,4.3,4.0
"M Cube Mall, Vadiwadi",1,3.8,3.0
Kilpauk,1,4.6,1.0
Little Baguio,1,4.3,3.0
"Linking Road, Bandra West",1,3.8,3.0
Linden,1,4.3,3.0
"Le Monde, Barra da Tijuca",1,4.0,4.0
Lagoa,1,4.3,3.0
Lago Sul,1,3.6,4.0
Law College Road,1,4.0,3.0
LaFayette,1,3.7,1.0
Le Mars,1,3.7,3.0
Kuvempunagar,1,3.5,2.0
Ko��uyolu,1,4.2,3.0
"Lexington Street, Soho",1,4.9,2.0
Kotturpuram,1,4.1,3.0
"Kota Kasablanka, Tebet",1,4.4,3.0
Koramangala 7th Block,1,4.5,3.0
"Lemon Tree Premier, Aerocity",1,3.5,3.0
"Lemon Tree Premier, Sector 29",1,3.2,4.0
Levenshulme,1,3.9,2.0
Kidderpore,1,4.6,2.0
Kenwood,1,4.9,1.0
K Hotel,1,0.0,3.0
"Kentpark AVM, ��niversiteler, �ankaya",1,4.2,3.0
"Mall of Qatar, Al Gharafa",1,4.0,4.0
"Mall of the Emirates, Barsha 1",1,4.3,3.0
Malsi,1,3.9,3.0
Maltepe,1,4.4,3.0
Kailua Kona,1,4.7,3.0
"Mani Square Mall, Kankurgachi",1,3.9,3.0
Mankhool,1,4.4,3.0
Mansingh Road,1,0.0,1.0
Kahuku,1,4.5,2.0
Kad۱k�_y Merkez,1,3.7,3.0
Marion,1,4.7,2.0
Kadru,1,3.6,3.0
Marshalltown,1,4.9,4.0
KS Rao Nagar,1,3.7,3.0
"Maurya Lok, Fraser Road Area",1,3.6,2.0
Kankanady,1,3.7,4.0
"Majiwada, Thane West",1,3.9,3.0
"Majaz Waterfront, Al Majaz 3",1,3.9,4.0
"Kay Siang Road, Tanglin",1,3.2,3.0
MVP Colony,1,4.1,2.0
Macedon,1,3.5,2.0
Kelapa Gading,1,4.2,3.0
Macunk�_y,1,4.3,2.0
Maddilapalem,1,3.5,2.0
Madeira Beach/Redington Beach,1,4.5,3.0
Madinat Zayed,1,3.6,2.0
Karkhana,1,4.4,2.0
"Madinat Zayed Shopping Centre, Madinat Zayed ",1,4.5,3.0
Madureira,1,0.0,3.0
Kavakl۱dere,1,4.3,3.0
Kaushambi,1,0.0,1.0
Kashmiri Gate,1,3.3,2.0
"Kasbah, Greater Kailash (GK) 1",1,4.5,4.0
"Omaxe Celebration Mall, Sohna Road, Gurgaon",1,2.2,2.0
"One and Only Hotel, V & A Waterfront",1,4.0,4.0
"Hotel Capitol Hill, Hindpiri",1,3.7,3.0
"SMS Hotel, Peelamedu",1,4.3,1.0
Ravet,1,4.2,3.0
Renaissance Lucknow Hotel,1,4.2,4.0
Gajapati Nagar,1,3.7,2.0
Residency Road,1,4.2,3.0
Restaurant Row,1,4.4,4.0
Gachibowli,1,3.8,3.0
"Riverside Mall, Gomti Nagar",1,4.7,4.0
"Robertson Quay, Singapore River",1,3.2,4.0
Rock Spring,1,4.1,1.0
Fountainbridge,1,3.9,3.0
Rosebank,1,4.5,4.0
"Royal Inn, Hazratganj",1,4.2,3.0
Rushikonda,1,4.0,2.0
"Fortune Select Global, MG Road",1,2.6,4.0
"Fort, Colombo 01",1,4.0,4.0
"Rave Moti, Kakadeo",1,3.8,3.0
"Rave 3, Tilak Nagar",1,3.9,4.0
"Galeria River, Copacabana",1,4.8,3.0
Rajguru Nagar,1,3.9,3.0
Ghatlodia,1,4.3,3.0
"Radisson Blu, Sector 18, Noida",1,3.5,4.0
"Ghanem Business Center, Fereej Bin Mahmoud",1,4.0,4.0
Garsfontein,1,4.3,4.0
"Rajagiriya, Colombo",1,4.1,3.0
"Garden of Five Senses, Saket",1,4.2,4.0
Gandhipuram,1,4.6,3.0
"Ramee Guestline Hotel, Juhu",1,4.0,3.0
Gandhi Nagar,1,3.3,3.0
"Gandaria City Mall, Gandaria",1,3.9,3.0
Rakabganj,1,4.1,2.0
"Ramada Gurgaon Central, Sector 44",1,3.5,3.0
Ramapuram,1,4.4,2.0
Ramdaspeth,1,4.0,3.0
Fort Street,1,4.9,1.0
"SRS Mall, Sector 12, Faridabad",1,0.0,1.0
"Radisson Blu Hotel, Vijay Nagar",1,3.8,4.0
"SSK Solitaire, Satpur",1,3.4,3.0
Satwa,1,4.4,3.0
Lakes Entrance,1,3.8,1.0
Emirg��n,1,4.2,3.0
Sayaji Hotel,1,4.3,4.0
"Sayaji Hotel, Vijay Nagar",1,4.3,4.0
Emek,1,4.4,3.0
Elgin,1,4.0,3.0
"Edsa Shangri-La, Ortigas, Mandaluyong City",1,4.4,4.0
Edgbaston,1,4.0,3.0
Sector 127,1,0.0,1.0
East Ballina,1,4.1,2.0
"Sector 15, Dwarka",1,3.1,1.0
"Duxton Hill, Outram",1,3.9,4.0
Durga Puri,1,2.9,1.0
Dubai Media City,1,4.8,3.0
Fairground,1,4.1,4.0
Fatmawati,1,4.6,3.0
Sarabha Nagar,1,4.2,2.0
Forrest,1,3.7,2.0
Sadar,1,4.2,3.0
Sadar Bazaar,1,4.0,2.0
Fort Kochi,1,4.2,2.0
Fort,1,4.2,3.0
Sagar Nagar,1,3.6,2.0
"Sahara Centre, Al Nahda",1,4.1,4.0
Flaxton,1,3.5,3.0
Santhome,1,4.3,2.0
Festival City,1,4.5,4.0
Sainikpuri,1,4.6,2.0
Fernley,1,3.7,1.0
Sanford,1,4.8,3.0
Fereej Bin Mahmoud,1,4.3,2.0
Santa Teresa,1,4.7,4.0
"Radisson Blu, Hindpiri",1,3.4,4.0
"Glenfair Boulevard, Lynnwood  ",1,3.8,4.0
PAU,1,3.5,3.0
Penrose,1,4.5,3.0
Haymarket,1,4.5,2.0
"Park Plaza, Sector 21, Faridabad",1,3.0,3.0
Hathi Gate,1,4.0,1.0
"ParkShopping, Guar�� I",1,4.0,4.0
Parktown North,1,4.2,4.0
Parnell,1,4.0,3.0
Harborne,1,4.2,2.0
Handsworth,1,3.6,2.0
Hampankatta,1,3.6,2.0
Patliputra Colony,1,3.5,3.0
Hamilton,1,4.4,3.0
Paynesville,1,2.6,4.0
Halwan Suburb,1,3.8,4.0
Peer Gate Area,1,4.1,2.0
Penjaringan,1,4.9,3.0
"Park Inn, Sector 15, Gurgaon",1,3.2,3.0
"Park Ascent, Sector 62, Noida",1,0.0,4.0
Parijat Nagar,1,3.8,4.0
Palm Cove,1,4.4,3.0
"Pacific Mall, Jakhan",1,3.9,3.0
"Holiday Inn, Aerocity",1,3.3,3.0
"Pai Hotels, Doora",1,3.7,3.0
Paia,1,4.9,4.0
Holiday Inn Express & Suites,1,4.3,3.0
Palarivattom,1,4.2,2.0
Palma Ceia,1,4.7,3.0
Parade,1,3.9,1.0
Paltan Bazaar,1,3.9,3.0
"Hillcrest, Bukit Timah",1,4.1,4.0
"Hill Road, Bandra West",1,4.1,3.0
Heritage Town,1,3.7,2.0
Panchvati,1,3.5,3.0
Henderson,1,4.5,3.0
Penola,1,3.4,2.0
"Haji Lane, Rochor",1,4.2,2.0
Godaulia,1,4.1,1.0
HIG-LIG,1,4.1,1.0
Greater South Side,1,4.1,1.0
Prahlad Nagar,1,4.5,3.0
Pratap Nagar,1,4.5,2.0
"Grand Hotel, MG Road",1,4.2,3.0
"Gourmet Hub, Pashim Vihar",1,3.4,2.0
Gopalapuram,1,4.2,1.0
Princeton,1,4.0,4.0
"Prozone Mall, Chicalthana",1,3.4,2.0
Golpark,1,4.2,2.0
"Quest Mall, Ballygunge",1,4.4,3.0
Golf Course,1,0.0,2.0
"Goldfinch Hotel, Balmatta",1,3.5,4.0
"R Deccan Mall, JM Road",1,4.5,3.0
"Golden Square, City Light",1,3.7,3.0
RA Puram,1,4.3,3.0
"Greenlyn Village, Menlopark, Near Lynnwood",1,4.4,3.0
Potrero,1,3.3,2.0
"Post Office Center, Illovo",1,4.4,4.0
Gulmohar Colony,1,3.8,2.0
G��vea,1,4.9,4.0
Perungudi,1,3.8,2.0
Phillip Island,1,3.7,2.0
"Phoenix Market City, Viman Nagar",1,4.5,3.0
"Piccadily Hotel, Janakpuri",1,2.6,4.0
Pinheiros,1,4.3,4.0
Grovetown,1,4.2,1.0
"Portman Mews South, Marble Arch",1,4.5,3.0
"Plaza Festival, Kuningan",1,4.3,3.0
"Plaza Mall, MG Road",1,3.0,4.0
Greenside,1,4.3,4.0
Podanur,1,3.8,2.0
Pondok Aren,1,4.9,3.0
"Pont��o Lago Sul, Lago Sul",1,3.2,4.0
��mitk�_y,1,4.2,3.0
